index,id,vendor,playbook_name,playbook_description,tags,steps,actuator,step_types,step_names
43,p1053,XSOAR,Endpoint Malware Investigation - Generic,"This playbook is triggered by a malware incident from an 'Endpoint' type integration. The playbook performs enrichment, detonation, and hunting within the organization, and remediation on the malware. Used sub-playbooks: - Endpoint Enrichment - Generic v2.1 - Retrieve File from Endpoint - Generic - Detonate File - Generic - File Enrichment - Generic v2 - Calculate Severity - Generic v2 - Isolate Endpoint - Generic - Block Indicators - Generic v2",[],34,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'Builtin', '', 'Builtin', '', '', '', '', '']","['start', 'title', 'title', 'title', 'title', 'condition', 'regular', 'regular', 'playbook', 'playbook', 'playbook', 'regular', 'condition', 'regular', 'regular', 'condition', 'regular', 'regular', 'title', 'condition', 'condition', 'condition', 'playbook', 'regular', 'condition', 'title', 'regular', 'regular', 'regular', 'playbook', 'playbook', 'playbook', 'playbook', 'title']","['', 'Detonation', 'File enrichment', 'Hunting', 'Remediation', 'Manual - Get analyst approval for auto-remediation', 'Analyst review of the investigation', 'Manual - Unisolate endpoints', 'Endpoint Enrichment - Generic v2.1', 'File Enrichment - Generic v2', 'Detonate File - Generic', 'Generate Investigation Summary Report', 'Was a file retrieved?', 'Retrieve file manually', 'Manual - Hunt for other infected endpoints', 'Were there any more infected endpoints found?', 'Analyst manual remediation', 'Perform manual malware analysis and forensics', 'False Positive', 'Get analyst approval for local containment', 'Auto-Isolation?', 'Continue with the investigation or close as false positive?', 'Calculate Severity - Generic v2', 'Notify that more infected endpoints were found', 'Notify?', 'Done', 'Close Demisto Investigation', 'Manual - Close incident in the source product', 'Set incident - Isolated field', 'Retrieve File from Endpoint - Generic', 'Isolate Endpoint - Generic', 'Isolate Endpoint - Generic', 'Block Indicators - Generic v2', 'Isolate infected endpoints']"
44,p1054,XSOAR,Endpoint Malware Investigation - Generic V2,"This playbook provides a framework for handling malware investigation through all essential steps. The playbook consists of 7 stages. Each stage contains the relevant playbook or tasks.  This playbook auto extracts indicators from incidents using indicator extraction rules of the malware incident type. To use Illusive integration in the `Forensics - Generic` playbook,  note that you will be able to set the forensic timeline by editing the `Forensics - Generic` playbook inputs.       ",[],68,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'Builtin', '', 'Builtin', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'Builtin', '', 'Builtin', '', '', '', '', '']","['start', 'title', 'title', 'title', 'title', 'condition', 'regular', 'regular', 'playbook', 'playbook', 'regular', 'condition', 'regular', 'regular', 'condition', 'regular', 'regular', 'title', 'condition', 'condition', 'condition', 'playbook', 'regular', 'condition', 'title', 'regular', 'regular', 'regular', 'title', 'playbook', 'condition', 'playbook', 'condition', 'condition', 'regular', 'regular', 'playbook', 'regular', 'regular', 'condition', 'playbook', 'playbook', 'playbook', 'playbook', 'title', 'title', 'title', 'regular', 'regular', 'regular', 'title', 'playbook', 'regular', 'title', 'regular', 'regular', 'title', 'title', 'playbook', 'condition', 'regular', 'condition', 'regular', 'regular', 'collection', 'regular', 'condition', 'condition']","['', 'Detonation', 'File enrichment', 'Hunting', 'Remediation', 'Manual - Get analyst approval for auto-remediation', 'Analyst review of the investigation', 'Manual - Unisolate endpoints', 'File Enrichment - Generic v2', 'Detonate File - Generic', 'Generate Investigation Summary Report', 'Was a file retrieved?', 'Retrieve file manually', 'Manual - Hunt for other infected endpoints', 'Were there any more infected endpoints found?', 'Analyst manual remediation', 'Perform manual malware analysis and forensics', 'False Positive', 'Get analyst approval for local containment', 'Auto-Isolation?', 'Continue with the investigation or close as false positive?', 'Calculate Severity - Generic v2', 'Notify that more infected endpoints were found', 'Send notification regarding infected endpoints?', 'Done', 'Close Investigation', 'Manual - Close incident in the source product', 'Set incident - Isolated field', 'Isolate infected endpoints', 'Retrieve File from Endpoint - Generic V2', 'Activate automatic hunting', 'Threat Hunting - Generic', 'Continue to manual threat hunting?', 'Need more forensics?', 'Assign incident to analyst', 'Add the file that caused the FP in the source product to allow list', 'Get host forensics - Generic', 'Manually list detected hostnames', 'Set manual host names', 'Activated auto unisolation', 'Unisolate Endpoint - Generic', 'Get endpoint details - Generic', 'Isolate Endpoint - Generic V2', 'Isolate Endpoint - Generic V2', 'Isolation', 'Forensics', 'Unisolation', 'Set user as account', 'Set detected hostnames to context', ""Set detected IP's to context"", 'No results for manual TH', 'Get endpoint details - Generic', 'Set endpoint details to layout', 'Set to layout', 'Find similar incidents', 'Set similar incidents to layout', 'Find similar incidents', 'Get endpoint details', 'Block Indicators - Generic v2', 'Are there similar incidents?', 'Link similar incidents', 'Link the similar events?', 'Close investigation as false positive', 'Manual - Close incident in the source product', 'Closing reason', 'Set detected users to to context', 'Activate auto detonation?', 'Activate auto isolation after threat hunting?']"
45,p1055,XSOAR,Enrichment for Verdict,This playbook checks prior alert closing reasons and performs enrichment on different IOC types. It then  returns the information needed to establish the alert's verdict.,[],32,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['start', 'regular', 'condition', 'regular', 'playbook', 'condition', 'condition', 'condition', 'playbook', 'condition', 'title', 'condition', 'playbook', 'condition', 'regular', 'regular', 'regular', 'regular', 'title', 'title', 'title', 'title', 'playbook', 'playbook', 'regular', 'playbook', 'condition', 'condition', 'regular', 'condition', 'condition', 'condition']","['', 'Check previous alerts ', 'Were previous alerts closed as false positive?', 'Get WildFire report', 'File Reputation', 'Was the file found as Benign?', 'Is there a file?', 'Is there an IP address?', 'IP Enrichment - Generic v2', 'Was the IP found as Benign?', 'Done', 'Is there a URL?', 'URL Enrichment - Generic v2', 'Was the URL found as Benign?', 'Set SuspectedVerdict to Suspicious File', 'Set SuspectedVerdict to Suspicious IP', 'Set SuspectedVerdict to Suspicious URL', 'Set PreviousVerdict to Previously closed as False Positive', 'Entity Enrichment', 'User Enrichment', 'AWS', 'AD', 'AWS IAM - User enrichment', 'Account Enrichment - Generic v2.1', 'Get WildFire verdict', 'Domain Enrichment - Generic v2', 'Is there a domain?', 'Was the Domain found as Benign?', 'Set SuspectedVerdict to Suspicious Domain', 'Is AWS IAM integration available?', 'Is there a user?', 'Is there an AWS user?']"
46,p1056,XSOAR,Entity Enrichment - Generic v2,Enrich entities using one or more integrations,[],9,"['', '', '', '', '', '', '', '', '']","['start', 'title', 'playbook', 'playbook', 'playbook', 'playbook', 'playbook', 'playbook', 'playbook']","['', 'Done', 'IP Enrichment - Generic v2', 'File Enrichment - Generic v2', 'URL Enrichment - Generic v2', 'Domain Enrichment - Generic v2', 'Email Address Enrichment - Generic v2.1', 'Account Enrichment - Generic v2.1', 'Endpoint Enrichment - Generic v2.1']"
47,p1057,XSOAR,Entity Enrichment - Generic v3,Enrich entities using one or more integrations.,[],10,"['', '', '', '', '', '', '', '', '', '']","['start', 'title', 'playbook', 'playbook', 'playbook', 'playbook', 'playbook', 'playbook', 'playbook', 'playbook']","['', 'Done', 'IP Enrichment - Generic v2', 'File Enrichment - Generic v2', 'URL Enrichment - Generic v2', 'Domain Enrichment - Generic v2', 'Email Address Enrichment - Generic v2.1', 'Account Enrichment - Generic v2.1', 'Endpoint Enrichment - Generic v2.1', 'CVE Enrichment - Generic v2']"
48,p1058,XSOAR,Entity Enrichment - Phishing v2,Enrich entities using one or more integrations,[],7,"['', '', '', '', '', '', '']","['start', 'title', 'playbook', 'playbook', 'playbook', 'playbook', 'playbook']","['', 'Done', 'File Enrichment - Generic v2', 'URL Enrichment - Generic v2', 'Domain Enrichment - Generic v2', 'Email Address Enrichment - Generic v2.1', 'IP Enrichment - External - Generic v2']"
49,p1059,XSOAR,Eradication Plan,"This playbook handles all the eradication actions available with Cortex XSIAM, including the following tasks: * Reset user password * Delete file * Kill process (currently, the playbook supports terminating a process by name)    Note: The playbook inputs enable manipulating the execution flow read the input descriptions for details.",[],23,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['start', 'condition', 'condition', 'regular', 'condition', 'title', 'collection', 'regular', 'regular', 'regular', 'regular', 'collection', 'collection', 'title', 'title', 'regular', 'condition', 'condition', 'condition', 'regular', 'regular', 'regular', 'condition']","['', 'Should delete the file?', 'Should terminate the process?', 'Auto password reset', ""Should reset the user's password?"", 'Done - Password Reset', 'Choose files to delete', 'Auto file deletion', 'File deletion', 'Auto process termination', 'Process termination', 'Choose processes to terminate', 'Choose users to reset password', 'Done - File Deletion', 'Done - Process Termination', 'Password reset', 'Check user answer', 'Check user answer', 'Check user answer', 'Set selected processes to terminate', 'Set selected files to delete', 'Set selected users to reset password', 'Is Active Directory Query v2 enabled?']"
50,p1060,XSOAR,Extract Indicators From File - Generic v2,"This playbook extracts indicators from a file. Supported file types: - CSV - PDF - TXT - HTM, HTML - DOC, DOCX - PPT - PPTX - RTF - XLS - XLSX - XML",[],20,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['start', 'condition', 'regular', 'title', 'title', 'condition', 'regular', 'condition', 'regular', 'condition', 'title', 'regular', 'condition', 'condition', 'regular', 'condition', 'regular', 'regular', 'condition', 'regular']","['', 'Is there a file?', 'Set file to local context', 'Done', 'Extract Indicators From Files', 'Is there a text-based file?', 'Extract indicators from text-based file', 'Is there a PDF file?', 'Extract indicators from PDF file', 'Is there a Word file?', 'No File To Parse', 'Extract indicators from Word file', 'Were images extracted?', 'Is Image OCR enabled?', 'Extract text from images', 'Is there another supported document type?', 'Convert a document to PDF', 'Preview PDF files', 'Is Rasterize enabled?', 'Set ExtractedURLsFromFiles']"
51,p1061,XSOAR,Field Polling - Generic,This playbook polls a field to check if a specific value exists.,[],3,"['', '', '']","['start', 'playbook', 'title']","['', 'GenericPolling', 'Done']"
52,p1062,XSOAR,File Enrichment - File reputation,Get file reputation using one or more integrations,[],9,"['', '', '', '', '', '', '', '', '']","['start', 'title', 'regular', 'title', 'condition', 'condition', 'regular', 'condition', 'regular']","['', 'Get file hash reputation', 'Get MD5 reputation', 'Done', 'Is there an MD5 hash?', 'Is there a SHA-256 hash?', 'Get SHA-256 reputation', 'Is there a SHA-1 hash?', 'Get SHA-1 reputation']"
53,p1063,XSOAR,File Enrichment - Generic v2,Enrich a file using one or more integrations.  - Provide threat information,[],6,"['', '', '', '', 'Cylance Protect v2', '']","['start', 'title', 'condition', 'condition', 'regular', 'playbook']","['', 'Done', 'Is there a SHA256 hash?', 'Is Cylance Protect v2 enabled?', 'Get threat information from Cylance Protect v2', 'File Enrichment - Virus Total Private API']"
54,p1064,XSOAR,File Reputation,This playbook checks the file reputation and sets the verdict as a new context key.  The verdict is composed by 3 main components:  * VirusTotal detection rate * Digital certificate signers * NSRL DB  Note: a user can provide a list of trusted signers of his own using the playbook inputs  ,[],21,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['start', 'title', 'title', 'regular', 'title', 'condition', 'regular', 'regular', 'condition', 'regular', 'regular', 'condition', 'regular', 'regular', 'title', 'condition', 'regular', 'regular', 'regular', 'regular', 'condition']","['', 'Done', 'VirusTotal Reputation', 'File enrichment', 'NSRL', 'Check file detections', 'Check the file hash against NSRL DB', 'Parse HTTP response body', 'Check NSRL search results', 'Set file verdict - NSRL', 'Set file verdict - VT-Benign', 'Check file signature', 'Set file verdict - VT-TrustedSigners', 'Set file verdict - VT-Malicious', 'Cortex XDR', 'Check file signature', 'Set file verdict - XDR-TrustedSigners', 'Set file verdict - NSRL', 'Set file verdict - VT-TrustedSigners', 'Set file verdict - XDR-TrustedSigners', 'Check for VT results']"
55,p1065,XSOAR,GenericPolling,Use this playbook as a sub-playbook to block execution of the master playbook until a remote action is complete. This playbook implements polling by continuously running the command in Step \#2 until the operation completes. The remote action should have the following structure:  1. Initiate the operation. 2. Poll to check if the operation completed. 3. (optional) Get the results of the operation.,[],6,"['', '', '', '', '', '']","['start', 'regular', 'condition', 'regular', 'title', 'regular']","['', 'Schedule Polling Task', 'Waiting for polling to complete (Automated Task)', 'RunPollingCommand', 'Done', 'Scheduled Task Failed']"
56,p1066,XSOAR,Get Email From Email Gateway - Generic,This playbook retrieves a specified EML/MSG file directly from the email security gateway product.,[],5,"['', '', '', '', '']","['start', 'title', 'playbook', 'playbook', 'playbook']","['', 'Done', 'Get Email From Email Gateway - FireEye', 'Get Email From Email Gateway - Mimecast', 'Get Email From Email Gateway - Proofpoint Protection Server']"
57,p1067,XSOAR,Get endpoint details - Generic,This playbook uses the generic command !endpoint to retrieve details on a specific endpoint. This command currently supports the following integrations: - Palo Alto Networks Cortex XDR - Investigation and Response. - CrowdStrike Falcon. ,[],17,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['start', 'condition', 'regular', 'condition', 'regular', 'title', 'condition', 'regular', 'condition', 'condition', 'regular', 'condition', 'condition', 'regular', 'condition', 'regular', 'condition']","['', 'Is the endpoint id was provided?', 'Get endpoint by ID', 'Is the hostname provided?', 'Get endpoint by hostname', 'Done', 'Is the endpoint IP provided?', 'Get endpoint by IP', 'Is the endpoint details retrieved by ID?', 'Is agent ID provided?', 'Set endpoint ID to context', 'Is the endpoint details retrieved by hostname? ', 'Was hostname provided?', 'Set endpoint hostname to context', 'Is the endpoint details retrieved by IP?', 'Set endpoint IP to context', 'Was endpoint IP provided?']"
58,p1068,XSOAR,Get File Sample By Hash - Generic v2,This playbook returns a file sample correlating to a hash in the war-room using the following sub-playbooks: - Get File Sample By Hash - Carbon Black Enterprise Response - Get File Sample By Hash - Cylance Protect v2,[],4,"['', '', '', '']","['start', 'playbook', 'title', 'playbook']","['', 'Get File Sample By Hash - Carbon Black Enterprise Response', 'Done', 'Get File Sample By Hash - Cylance Protect v2']"
59,p1069,XSOAR,Get File Sample By Hash - Generic v3,This playbook returns a file sample correlating to a hash in the War Room using the following sub-playbooks: - Get binary file by MD5 hash from Carbon Black telemetry data - VMware Carbon Black EDR v2. - Get the threat (file) attached to a specific SHA256 hash - Cylance Protect v2.,[],5,"['', '', '', '', '']","['start', 'title', 'playbook', 'playbook', 'playbook']","['', 'Done', 'Get File Sample By Hash - Cylance Protect v2', 'Get the binary file from Carbon Black by its MD5 hash', 'Code42 File Download']"
60,p1070,XSOAR,Get File Sample From Path - Generic,"Returns a file sample to the war-room from a path on an endpoint using one or more integrations  inputs: * UseD2 - if ""True"", use Demisto Dissolvable Agent (D2) to return the file (default: False)",[],6,"['', '', '', '', '', '']","['start', 'condition', 'title', 'playbook', 'title', 'playbook']","['', 'Use D2 agent?', 'Done', 'Get File Sample From Path - D2', 'Use 3rd party products', 'Get File Sample From Path - Carbon Black Enterprise Response']"
61,p1071,XSOAR,Get File Sample From Path - Generic V2,This playbook returns a file sample correlating to a path into the War Room using the following sub-playbooks: inputs: 1) Get File Sample From Path - D2. 2) Get File Sample From Path - VMware Carbon Black EDR (Live Response API). ,[],6,"['', '', '', '', '', '']","['start', 'condition', 'title', 'playbook', 'title', 'playbook']","['', 'Use D2 agent?', 'Done', 'Get File Sample From Path - D2', 'Use VMware Carbon Black EDR (Live Response API)', 'Get File Sample From Path - VMware Carbon Black EDR - Live Response API']"
62,p1072,XSOAR,Get File Sample From Path - Generic V3,This playbook returns a file sample from a specified path and host that you input in the following playbooks: 1) PS Remote Get File Sample From Path. 2) Get File Sample From Path - VMware Carbon Black EDR (Live Response API). ,[],6,"['', '', '', '', '', '']","['start', 'title', 'title', 'playbook', 'playbook', 'title']","['', 'Done', 'Use VMware Carbon Black EDR (Live Response API)', 'Get File Sample From Path - VMware Carbon Black EDR - Live Response API', 'PS Remote Get File Sample From Path', 'Use Powershell Remoting']"
63,p1073,XSOAR,Get host forensics - Generic,This playbook retrieves forensics from hosts for the following integrations:  - Illusive Networks   - Microsoft Defender For Endpoint,[],6,"['', '', '', '', '', '']","['start', 'condition', 'title', 'playbook', 'condition', 'playbook']","['', 'Is illusive enabled', 'Done', 'Illusive-Collect-Forensics-On-Demand', 'Is Microsoft Defender For Endpoint Integration Enabled?', 'Microsoft Defender For Endpoint - Collect investigation package']"
64,p1074,XSOAR,Get Original Email - EWS,"This playbook retrieves the original email in a thread, including headers and attachments, when the reporting user forwarded the original email not as an attachment. Note:\ You must have the necessary eDiscovery permissions in the EWS integration to execute a global search.",[],12,"['', '', '', '', 'EWS v2', '', '', 'EWS v2', '', '', '', 'EWS v2']","['start', 'condition', 'title', 'condition', 'regular', 'condition', 'regular', 'regular', 'regular', 'regular', 'condition', 'regular']","['', 'Is EWS v2 enabled?', 'Done', 'Verify required inputs', 'Search for messages by Thread-Topic', 'Was a matching email found?', 'Set context', 'Get original email', 'Delete old context', 'Set output', 'Was the original email found?', 'Get attachments of the original email']"
65,p1075,XSOAR,Get Original Email - Generic,"Use this playbook to retrieve the original email in the thread, including headers and attahcments, when the reporting user forwarded the original email not as an attachment.  You must have the necessary permissions in your email service to execute global search.  - EWS: eDiscovery - Gmail: Google Apps Domain-Wide Delegation of Authority",[],4,"['', '', '', '']","['start', 'title', 'playbook', 'playbook']","['', 'Done', 'Get Original Email - Gmail', 'Get Original Email - EWS']"
66,p1076,XSOAR,Get Original Email - Generic v2,"This v2 playbook is used inside the phishing flow. The inputs in this version do not use labels and also allow the user to supply an email brand. Note: You must have the necessary permissions in your email service to execute a global search.  To retrieve the email files directly from the email service providers, use one of the provided inputs (Agari Phishing Defense customers should also use the following): - EWS: eDiscovery - Gmail: Google Apps Domain-Wide Delegation of Authority - MSGraph: As described in the [message-get API](https://docs.microsoft.com/en-us/graph/api/message-get) and the [user-list-messages API](https://docs.microsoft.com/en-us/graph/api/user-list-messages) - EmailSecurityGateway retrieves EML files from:     * FireEye EX     * FireEye CM     * Proofpoint Protection Server     * Mimecast",[],8,"['', '', '', '', '', '', '', '']","['start', 'title', 'playbook', 'playbook', 'playbook', 'condition', 'title', 'playbook']","['', 'Done', 'Get Original Email - Microsoft Graph Mail', 'Get Original Email - EWS v2', 'Get Original Email - Gmail v2', 'Check EmailBrand', 'No brand - run all', 'Get Email From Email Gateway - Generic']"
67,p1077,XSOAR,Get Original Email - Gmail,"Use this playbook to retrieve the original email in the thread, including headers and attahcments, when the reporting user forwarded the original email not as an attachment.  You must have the necessary permissions in your Gmail service to execute global search: Google Apps Domain-Wide Delegation of Authority ",[],14,"['', '', '', 'Gmail', '', '', '', 'Gmail', '', '', '', 'Gmail', '', '']","['start', 'condition', 'title', 'regular', 'condition', 'condition', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'condition', 'regular']","['', 'Is Gmail enabled?', 'Done', 'Retrieve the forwarded email from Gmail', 'Was the original email retrieved?', 'Was the forwarded email data retrieved?', 'Set context', 'Search for original email', 'Set context', 'Delete old context', 'Set context', 'Get attachments of the original email', 'Was the original email retrieved?', 'Set output']"
68,p1078,XSOAR,Handle False Positive Alerts,"This playbook handles false positive alerts. It creates an alert exclusion or alert exception, or adds a file to an allow list based on the alert fields and playbook inputs. ",[],17,"['', '', '', 'Cortex XDR - IR', '', 'Builtin', '', '', 'Builtin', '', '', '', '', '', '', '', '']","['start', 'regular', 'condition', 'regular', 'condition', 'title', 'title', 'condition', 'regular', 'title', 'condition', 'title', 'regular', 'title', 'regular', 'title', 'regular']","['', 'Add the source IP to Alert Exclusion list', 'Add the file to the allowed list automatically?', 'Manual - Create alert exception', 'Check the alert source', 'Alert Closing', 'Add Exception or Exclusion ', 'Should close alert automatically?', 'Close alert as FP', 'Done', 'Check alert origin', 'NGFW Alerts', 'Add file hash to allowed list', 'AWS IAM Alerts', 'Add the host IP and username to Alert Exclusion list', 'SHA256', 'Add the file SHA256 to Alert Exclusion list']"
69,p1079,XSOAR,Handle Hello World Alert,This is a playbook which will handle the alerts coming from the Hello World service,[],2,"['', '']","['start', 'regular']","['', 'Get alert details']"
70,p1080,XSOAR,HelloWorld Scan,"This Playbook simulates a vulnerability scan using the ""HelloWorld"" sample integration. It's used to demonstrate how to use the GenericPolling mechanism to run jobs that take several seconds or minutes to complete. It is designed to be used as a subplaybook, but you can also use it as a standalone playbook, by providing the ${Endpoint.Hostname} input in the Context.  Other inputs include the report output format (JSON context or File attached), and the Interval/Timeouts to use for polling the scan status until it's complete.",[],7,"['', '', '', '', '', '', '']","['start', 'regular', 'playbook', 'regular', 'title', 'condition', 'regular']","['', 'Start a Hello World Scan', 'GenericPolling', 'Retrieve HelloWorld Scan Results', 'Done', 'Is Hostname set?', 'Print Error']"
71,p1081,XSOAR,IP Enrichment - External - Generic v2,Enrich IP addresses using one or more integrations.  - Resolve IP addresses to hostnames (DNS) - Provide threat information - Separate internal and external addresses,[],15,"['', '', '', '', '', '', '', '', '', '', 'VirusTotal - Private API', '', '', '', '']","['start', 'condition', 'title', 'title', 'condition', 'regular', 'condition', 'regular', 'title', 'condition', 'regular', 'title', 'title', 'condition', 'regular']","['', 'Is there an external IP address?', 'Done', 'Enrich external IP addresses', 'Are there any IP addresses?', 'Determine whether the IP address is internal or external', 'Resolve the IP address?', 'IP to Hostname (DNS)', 'Enrich Using VirusTotal Private API', 'Is VirusTotal Private API enabled?', 'Get IP report from VirusTotal Private API', 'No External IP Address', 'Enrich Using Threat Crowd', 'Is ThreatCrowd enabled?', 'Get IP report from ThreatCrowd']"
72,p1082,XSOAR,IP Enrichment - Generic v2,"Enrich IP addresses using one or more integrations.  - Resolve IP addresses to hostnames (DNS) - Provide threat information - Separate internal and external IP addresses - For internal IP addresses, get host information",[],4,"['', '', '', '']","['start', 'title', 'playbook', 'playbook']","['', 'Done', 'IP Enrichment - External - Generic v2', 'IP Enrichment - Internal - Generic v2']"
73,p1083,XSOAR,IP Enrichment - Internal - Generic v2,Enrich Internal IP addresses using one or more integrations.  - Resolve IP address to hostname (DNS) - Separate internal and external IP addresses - Get host information for IP addresses,[],10,"['', '', '', '', '', '', '', '', '', '']","['start', 'title', 'title', 'condition', 'condition', 'regular', 'condition', 'regular', 'title', 'playbook']","['', 'Done', 'Enrich internal IP addresses', 'Are there IP addresses?', 'Resolve the IP address?', 'IP to Hostname (DNS)', 'Is there an internal IP address?', 'Determine whether the IP address is internal or external', 'No Internal IP Address', 'Endpoint Enrichment - Generic v2.1']"
74,p1084,XSOAR,Isolate Endpoint - Generic,This playbook isolates a given endpoint using the following integrations: - Carbon Black Enterprise Response - Palo Alto Networks Traps,[],6,"['', '', '', '', '', '']","['start', 'title', 'playbook', 'playbook', 'playbook', 'playbook']","['', 'Done', 'Traps Isolate Endpoint', 'Isolate Endpoint - Cybereason', 'Cortex XDR - Isolate Endpoint', 'Block Endpoint - Carbon Black Response']"
75,p1085,XSOAR,Isolate Endpoint - Generic V2,This playbook isolates a given endpoint using various endpoint product integrations. Make sure to provide valid playbook inputs for the integration you are using.,[],8,"['', '', '', '', '', '', '', '']","['start', 'title', 'playbook', 'playbook', 'playbook', 'playbook', 'playbook', 'playbook']","['', 'Done', 'Isolate Endpoint - Cybereason', 'Cortex XDR - Isolate Endpoint', 'Crowdstrike Falcon - Isolate Endpoint', 'FireEye HX - Isolate Endpoint', 'Block Endpoint - Carbon Black Response V2', 'Microsoft Defender For Endpoint - Isolate Endpoint']"
76,p1086,XSOAR,Malware Investigation - Manual,Master playbook for investigating suspected malware presence on an endpoint. Labels:  - System: the hostname for the endpoint being investigated,"['Virus', 'Malware']",91,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['start', 'title', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'title', 'regular', 'condition', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'title', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'title', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'title', 'regular', 'regular', 'regular', 'condition', 'regular', 'title', 'condition', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'title', 'regular', 'regular', 'condition', 'regular', 'regular', 'condition', 'regular', 'regular', 'regular', 'regular', 'regular', 'regular', 'condition', 'title', 'title', 'regular', 'title', 'title', 'title', 'title', 'title', 'title', 'title']","['start_task', 'Initial Triage', 'Get device profile', ""Get employee information of the machine's owner"", 'Review incident details', 'Assess severity', 'Notify head of IR team via Slack and Email', 'Assign and involve appropriate personnel', 'Review monitoring data', 'Search for recent events related to the investigated machine', 'Is there continuous network capture of the machine?', 'Retrieve packet capture for last 24 hours or at most 200MB', 'Review antivirus logs for the affected systems', ""Search UEBA solution for the relevant user's behavior"", ""Search DNS server logs for investigated machine's activity"", 'Search web proxy logs for recent activity from this machine', 'Search firewall logs for blocked traffic from this machine', 'Collect evidence from the investigated machine', 'Trigger a snapshot / system restore point of affected systems', 'Collect volatile system data', ""Fetch the system's security event log"", 'Create memory dump of the system', 'Collect autorun data', 'Collect prefetch data', 'Collect browser history', 'Collect USB device history', 'Analyze collected evidence', 'Look for suspicious local Windows user accounts and groups', 'Look for suspicious autorun entries', 'Review file reputation for all autorun items', 'Detonate any suspicious autorun items in sandbox', 'Check processes against existing YARA signatures', 'Volatility - search for malicious IP addresses', 'Volatility - Check domains in DNS cache against TIP', 'Volatility - search for suspicious domains in DNS cache', 'Volatility - review psxview results', 'Volatility - review malfind results', 'Volatility - show list of previously run system commands', 'Correlate recently created and modified files against TIP', 'Review prefetch data', 'Review history of connected USB drives', 'Look for processes without executable image on disk', 'Look for system processes with suspicious execution times', 'Look for process with short edit distance from known process', 'Check process tree and look for suspicious relationships', 'Look for traces of network sniffers', 'Analyze network traffic for malware activity', 'Review shellbag data', 'Look up hashes to find trojanized modules', 'Analyze network traffic for signs of intrusion', 'Look for modifications of system files', 'Data Leak Assessment', 'Assess history of C&C communication in network logs', 'Assess the history of local and remote file accesses', 'Assess unusual activity and data access', 'Was any sensitive information leaked?', 'Notify Public Relations (PR) team', 'Respond', 'Was malware found?', 'Inform user that no malware was found', 'Report malware sample to AV vendor', 'Disable compromised AD account(s)', 'Revoke authentication keys stored on the compromised host', 'Revoke VPN credentials', 'Instruct the owner to change their passwords', 'Ban relevant hashes across all systems', 'Search for malicious communications from other systems', 'Remediate and wrap up', 'Notify affected user', 'Provide end-user remediation guidance and link to training', 'Is the identified malware known?', 'Document manual remediation steps', 'Trigger remediation scripts', 'Was remediation successful?', 'Open a ticket for IT to reimage the entire system', 'Remove temporary containment measures', 'Reinstate disabled user accounts with new passwords', 'Deploy generated IoCs in relevant controls', 'Share generated IoCs with partner organizations', 'Email report to CISO', 'Continue with the investigation or close as false positive?', 'False Positive', 'Continue with the investigation', 'Update incident with findings', 'Memory Dump Investigation', 'Device Investigation', 'Autorun Investigation', 'Processes Investigation', 'Network Investigation', 'Done', 'No Malware Found']"
77,p1087,XSOAR,Mitre Attack - Extract Technique Information From ID,This playbook accepts as input MITRE techniques IDs. It returns the MITRE technique name and full technique data using the MITRE integration.,[],6,"['', '', '', '', '', '']","['start', 'regular', 'regular', 'title', 'condition', 'condition']","['', 'Get MITRE name', 'Get MITRE details', 'Done', 'Are there techniques?', 'Is MITRE ATT&CK v2 available?']"
