playbook_id;step_id;vendor;playbook_name;playbook_description;step_names;step_types;step_description;actuator;action;artifact;automation
p993;s13353;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;appends ::REG_NONE;;Platform appends ::REG_NONE;Platform;append;data;1
p993;s13354;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;finds Replace HKU;;Platform finds Replace HKU;Platform;replace;HKU;1
p993;s13355;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;finds Replace HKLM;;Platform finds Replace HKLM;Platform;replace;HKLM;1
p993;s13356;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;finds Replace HKCC;;Platform finds Replace HKCC;Platform;replace;HKCC;1
p993;s13357;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;finds Replace HKCR;;Platform finds Replace HKCR;Platform;replace;HKCR;1
p993;s13358;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;finds Replace HKCU;;Platform finds Replace HKCU;Platform;replace;HKCU;1
p993;s13359;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;finds Replace HKPD;;Platform finds Replace HKPD;Platform;replace;HKPD;1
p993;s13360;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;finds Replace ::REG_NONE,;;Platform finds Replace ::REG_NONE,;Platform;replace;data;1
p993;s13361;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;merges Verdict;;Platform merges Verdict;Platform;merge;verdict;1
p993;s13362;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;ifs NOT NULL;;Platform ifs NOT NULL;Platform;check;data;1
p993;s13363;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;creates TC File Indicator;;FileCreate creates TC File Indicator;FileCreate;create;file indicator;1
p993;s13364;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;sets False;;Platform sets False;Platform;set;boolean;1
p993;s13365;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;creates TC Address Indicators;;AddressCreate creates TC Address Indicators;AddressCreate;create;address indicators;1
p993;s13366;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;creates TC Host Indicators;;HostCreate creates TC Host Indicators;HostCreate;create;host indicators;1
p993;s13367;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;creates TC URLs;;UrlCreate creates TC URLs;UrlCreate;create;urls;1
p993;s13368;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;creates TC User Agent Indicators;;UserAgentCreate creates TC User Agent Indicators;UserAgentCreate;create;user agent indicators;1
p993;s13369;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;gets Wildfire Report PDF;;HTTP Client gets Wildfire Report PDF;Palo Alto Wildfire;get;wildfire report pdf;1
p993;s13370;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;creates TC Incident;;IncidentCreate creates TC Incident;IncidentCreate;create;incident;1
p993;s13371;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;sets Malicious Verdict;;SetVariable sets Malicious Verdict;SetVariable;set;malicious verdict;1
p993;s13372;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;sets Benign Verdict;;SetVariable sets Benign Verdict;SetVariable;set;benign verdict;1
p993;s13373;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;joins summary_details Array;;JoinArray joins summary_details Array;JoinArray;join;summary array;1
p993;s13374;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;creates TC Reg Key Indicators;;IndicatorCreate creates TC Reg Key Indicators;IndicatorCreate;create;indicators;1
p993;s13375;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;sets Report fileName;;SetVariable sets Report fileName;SetVariable;set;report file name;1
p993;s13376;ThreatConnect;Palo Alto Wildfire Malware Triage (File);This Playbook template lets users detonate a file in Palo Alto Wildfire from ThreatConnect. If the file is malicious an incident is created in ThreatConnect and the any relevant indicators are saved and associated to the Incident. Additionally, it downloads and associates the PDF version of the report as a Document.;saves Report as TC Document;;DocumentCreate saves Report as TC Document;DocumentCreate;save;report;1
p994;s13377;ThreatConnect;PolySwarm File Lookup 1.1.2;no description;polyswarms Marketplace;;Platform polyswarms Marketplace;Platform;get;market place;1
p994;s13378;ThreatConnect;PolySwarm File Lookup 1.1.2;no description;creates Tags;;TagCreate creates Tags;TagCreate;create;tags;1
p994;s13379;ThreatConnect;PolySwarm File Lookup 1.1.2;no description;updates File;;FileCreate updates File;FileCreate;update;file;1
p994;s13380;ThreatConnect;PolySwarm File Lookup 1.1.2;no description;nos Detections Found;;SetVariable nos Detections Found;SetVariable;check;detection status;1
p994;s13381;ThreatConnect;PolySwarm File Lookup 1.1.2;no description;detected?s;;Platform detected?s;Platform;check;detection status;1
p994;s13382;ThreatConnect;PolySwarm File Lookup 1.1.2;no description;splits Tags;;SplitString splits Tags;SplitString;split;tags;1
p994;s13384;ThreatConnect;PolySwarm File Lookup 1.1.2;no description;indicators Scanned;;SetVariable indicators Scanned;SetVariable;check;indicators;1
p994;s13385;ThreatConnect;PolySwarm File Lookup 1.1.2;no description;adds PolySwarm Attributes;;AddAttribute adds PolySwarm Attributes;AddAttribute;add;polyswarm attributes;1
p995;s13386;ThreatConnect;PolySwarm File Lookup with download w/ 1.1.2;no description;downloads Sample;;Platform downloads Sample;Platform;download;sample;1
p995;s13391;ThreatConnect;PolySwarm File Lookup with download w/ 1.1.2;no description;indicators enriched and Indicator pre-existing in vault;;SetVariable indicators enriched and Indicator pre-existing in vault;SetVariable;enrich;indicators;1
p995;s13393;ThreatConnect;PolySwarm File Lookup with download w/ 1.1.2;no description;gets sample name;;DocumentRetrieveByName gets sample name;DocumentRetrieveByName;get;sample name;1
p995;s13394;ThreatConnect;PolySwarm File Lookup with download w/ 1.1.2;no description;checkings for Sample;;DocumentRetrieveByName checkings for Sample;DocumentRetrieveByName;check;samples;1
p995;s13395;ThreatConnect;PolySwarm File Lookup with download w/ 1.1.2;no description;creates Malware Document;;GroupCreate creates Malware Document;GroupCreate;create;malware document;1
p995;s13397;ThreatConnect;PolySwarm File Lookup with download w/ 1.1.2;no description;samples exists?;;Platform samples exists?;Platform;check;sample;1
p995;s13398;ThreatConnect;PolySwarm File Lookup with download w/ 1.1.2;no description;associates sample to indicator;;AssociationCreate associates sample to indicator;AssociationCreate;associate;indicator sample;1
p995;s13400;ThreatConnect;PolySwarm File Lookup with download w/ 1.1.2;no description;downloadeds;;SetVariable downloadeds;SetVariable;set;downloaded files;1
p995;s13402;ThreatConnect;PolySwarm File Lookup with download w/ 1.1.2;no description;uploads Malware Sample;;DocumentUpload uploads Malware Sample;DocumentUpload;upload;malware sample;1
p996;s13403;ThreatConnect;Unicode Domain Encoder User Action Trigger;no description;punycodes Decoder/Encoder 1;;Punycode Decoder Encoder punycodes Decoder/Encoder 1;Punycode Decoder Encoder;encode;data;1
p997;s13404;ThreatConnect;Query Exabeam Data Lake;# Query Exabeam Data Lake ## Summary This Playbook is designed to allow the user to click on a UserAction Trigger button on the details page of an Address or Host IOC and query Exabeam's Data Lake for matched events.  *NOTE*: To use this Playbook, you must have the *Search Exabeam Data Lake* app already installed. Please visit this page to download it: [https://github.com/ThreatConnect-Inc/threatconnect-playbooks/tree/master/apps/TCPB_-_Search_Exabeam_Data_Lake](https://github.com/ThreatConnect-Inc/threatconnect-playbooks/tree/master/apps/TCPB_-_Search_Exabeam_Data_Lake) ;ats Least 1 Hit?;;Platform ats Least 1 Hit?;Platform;check;hots;1
p997;s13405;ThreatConnect;Query Exabeam Data Lake;# Query Exabeam Data Lake ## Summary This Playbook is designed to allow the user to click on a UserAction Trigger button on the details page of an Address or Host IOC and query Exabeam's Data Lake for matched events.  *NOTE*: To use this Playbook, you must have the *Search Exabeam Data Lake* app already installed. Please visit this page to download it: [https://github.com/ThreatConnect-Inc/threatconnect-playbooks/tree/master/apps/TCPB_-_Search_Exabeam_Data_Lake](https://github.com/ThreatConnect-Inc/threatconnect-playbooks/tree/master/apps/TCPB_-_Search_Exabeam_Data_Lake) ;stores No Results Found;;Platform stores No Results Found;Platform;store;results;1
p997;s13406;ThreatConnect;Query Exabeam Data Lake;# Query Exabeam Data Lake ## Summary This Playbook is designed to allow the user to click on a UserAction Trigger button on the details page of an Address or Host IOC and query Exabeam's Data Lake for matched events.  *NOTE*: To use this Playbook, you must have the *Search Exabeam Data Lake* app already installed. Please visit this page to download it: [https://github.com/ThreatConnect-Inc/threatconnect-playbooks/tree/master/apps/TCPB_-_Search_Exabeam_Data_Lake](https://github.com/ThreatConnect-Inc/threatconnect-playbooks/tree/master/apps/TCPB_-_Search_Exabeam_Data_Lake) ;stores Results;;Platform stores Results;Platform;store;results;1
p997;s13407;ThreatConnect;Query Exabeam Data Lake;# Query Exabeam Data Lake ## Summary This Playbook is designed to allow the user to click on a UserAction Trigger button on the details page of an Address or Host IOC and query Exabeam's Data Lake for matched events.  *NOTE*: To use this Playbook, you must have the *Search Exabeam Data Lake* app already installed. Please visit this page to download it: [https://github.com/ThreatConnect-Inc/threatconnect-playbooks/tree/master/apps/TCPB_-_Search_Exabeam_Data_Lake](https://github.com/ThreatConnect-Inc/threatconnect-playbooks/tree/master/apps/TCPB_-_Search_Exabeam_Data_Lake) ;exabeams Search;;Platform exabeams Search;Platform;search;exabeams;1
p997;s13409;ThreatConnect;Query Exabeam Data Lake;# Query Exabeam Data Lake ## Summary This Playbook is designed to allow the user to click on a UserAction Trigger button on the details page of an Address or Host IOC and query Exabeam's Data Lake for matched events.  *NOTE*: To use this Playbook, you must have the *Search Exabeam Data Lake* app already installed. Please visit this page to download it: [https://github.com/ThreatConnect-Inc/threatconnect-playbooks/tree/master/apps/TCPB_-_Search_Exabeam_Data_Lake](https://github.com/ThreatConnect-Inc/threatconnect-playbooks/tree/master/apps/TCPB_-_Search_Exabeam_Data_Lake) ;sets Result Count;;SetVariable sets Result Count;SetVariable;set;result count;1
p998;s13416;ThreatConnect;Robtex ASN Query;Playbook which queries Robtex for an ASN.;creates ThreatConnect CIDR 1;;CidrCreate creates ThreatConnect CIDR 1;CidrCreate;create;CIDR;1
p998;s13417;ThreatConnect;Robtex ASN Query;Playbook which queries Robtex for an ASN.;creates Custom Indicator Association 2;;CustomAssociationCreate creates Custom Indicator Association 2;CustomAssociationCreate;create;indicator association;1
p998;s13418;ThreatConnect;Robtex ASN Query;Playbook which queries Robtex for an ASN.;sends Slack Message 2;;Slack Messaging sends Slack Message 2;Slack Messaging;send;message;1
p999;s13423;ThreatConnect;Robtex IP Query;Playbook which queries Robtex for an IP Address.;creates Active DNS Hosts;;HostCreate creates Active DNS Hosts;HostCreate;create;dns hosts;1
p999;s13424;ThreatConnect;Robtex IP Query;Playbook which queries Robtex for an IP Address.;creates Historical Active DNS Hosts;;HostCreate creates Historical Active DNS Hosts;HostCreate;create;dns hosts;1
p999;s13425;ThreatConnect;Robtex IP Query;Playbook which queries Robtex for an IP Address.;creates Passive DNS Hosts;;HostCreate creates Passive DNS Hosts;HostCreate;create;dns hosts;1
p999;s13426;ThreatConnect;Robtex IP Query;Playbook which queries Robtex for an IP Address.;creates Historical Passive DNS Hosts;;HostCreate creates Historical Passive DNS Hosts;HostCreate;create;dns hosts;1
p1000;s13427;ThreatConnect;RSA Archer | Create Archer Record from Incident;This playbook starts with a User Action trigger tied to ThreatConnect Incidents.  When triggered it will parse the Incident attributes and create an Archer record with relevant fields.  ;gets ThreatConnect Incident by ID 1;;IncidentRetrieveById gets ThreatConnect Incident by ID 1;IncidentRetrieveById;get;incident;1
p1000;s13428;ThreatConnect;RSA Archer | Create Archer Record from Incident;This playbook starts with a User Action trigger tied to ThreatConnect Incidents.  When triggered it will parse the Incident attributes and create an Archer record with relevant fields.  ;creates RSA Archer Record 1;;ArcherCreateRecord creates RSA Archer Record 1;ArcherCreateRecord;create;rsa archer record;1
p1000;s13429;ThreatConnect;RSA Archer | Create Archer Record from Incident;This playbook starts with a User Action trigger tied to ThreatConnect Incidents.  When triggered it will parse the Incident attributes and create an Archer record with relevant fields.  ;lookups Attribute Values;;ValueLookup lookups Attribute Values;ValueLookup;lookup;value;1
p1001;s13431;ThreatConnect;Similar URL Finder;This playbook redirects you to a browse screen view of all URL Indicators with the same URL path and query strings. It is triggered with a user action.;regexs Extract URL Path and Query Strings;;RegexExtract regexs Extract URL Path and Query Strings;RegexExtract;extract;URL path;1
p1001;s13432;ThreatConnect;Similar URL Finder;This playbook redirects you to a browse screen view of all URL Indicators with the same URL path and query strings. It is triggered with a user action.;joins Array 3;;JoinArray joins Array 3;JoinArray;join;array;1
p1001;s13435;ThreatConnect;Similar URL Finder;This playbook redirects you to a browse screen view of all URL Indicators with the same URL path and query strings. It is triggered with a user action.;regexs Extract TC Base URL;;RegexExtract regexs Extract TC Base URL;RegexExtract;extract;base URL;1
p1002;s13437;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;emails Outer Body;;Platform emails Outer Body;Platform;get;email body;1
p1002;s13438;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;creates Phishing Report;;ReportCreate creates Phishing Report;ReportCreate;create;phishing report;1
p1002;s13439;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;converts Report to Binary;;Binary Operations converts Report to Binary;Binary Operations;convert;report;1
p1002;s13440;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;maliciouss URL Present?;;Platform maliciouss URL Present?;Platform;check;URL;1
p1002;s13441;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;joins Inner Email Bodies;;JoinArray joins Inner Email Bodies;JoinArray;join;email bodies;1
p1002;s13442;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;gets Malicious URLs;;IndicatorRetrieveByTag gets Malicious URLs;IndicatorRetrieveByTag;get;malicious URLs;1
p1002;s13443;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;urls Result;;Platform urls Result;Platform;get;URL results;1
p1002;s13444;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;adds Screenshot Data;;String Operations adds Screenshot Data;String Operations;add;screenshot data;1
p1002;s13445;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;adds First Seen Data;;String Operations adds First Seen Data;String Operations;add;first seen status;1
p1002;s13446;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;adds Last Seen Data;;String Operations adds Last Seen Data;String Operations;add;first seen status;1
p1002;s13447;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;adds Threat Status Data;;String Operations adds Threat Status Data;String Operations;add;threat status;1
p1002;s13448;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;adds Threat Type Data;;String Operations adds Threat Type Data;String Operations;add;threat type;1
p1002;s13449;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;adds Threat Name Data;;String Operations adds Threat Name Data;String Operations;add;threat name;1
p1002;s13450;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;emails Inner Body;;SetVariable emails Inner Body;SetVariable;set;email body;1
p1002;s13451;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;iss Malicious?;;Platform iss Malicious?;Platform;check;malicious;1
p1002;s13452;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;slashnexts URL Scan Report;;Platform slashnexts URL Scan Report;Platform;get;URL scan report;1
p1002;s13453;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;slashnexts URL Scan Sync;;Platform slashnexts URL Scan Sync;Platform;get;URL scan sync;1
p1002;s13454;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;creates New Indicator;;UrlCreate creates New Indicator;UrlCreate;create;indicator;1
p1002;s13455;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;adds Verdict Data;;String Operations adds Verdict Data;String Operations;add;verdict;1
p1002;s13456;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;sends User Response;;SendEmail sends User Response;SendEmail;send;user response;1
p1002;s13457;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;users Response;;Platform users Response;Platform;get;user response;1
p1002;s13458;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;notifys TC Users;;Notification notifys TC Users;Notification;notify;user;1
p1002;s13459;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;converts Email Body to Binary;;Binary Operations converts Email Body to Binary;Binary Operations;convert;email body;1
p1002;s13460;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;creates Email Document;;DocumentCreate creates Email Document;DocumentCreate;create;email document;1
p1002;s13461;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;users Response - Safe Email;;SetVariable users Response - Safe Email;SetVariable;set;user response;1
p1002;s13462;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;adds URL Heading Data;;String Operations adds URL Heading Data;String Operations;add;URL heading data;1
p1002;s13463;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;maliciouss URL;;SetVariable maliciouss URL;SetVariable;set;URL;1
p1002;s13464;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;reports Observation on URL;;ReportObservation reports Observation on URL;ReportObservation;report;observation;1
p1002;s13465;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;deletes ThreatConnect Indicator by Name 1;;IndicatorDeleteByValue deletes ThreatConnect Indicator by Name 1;IndicatorDeleteByValue;delete;indicator;1
p1002;s13466;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;nos Report - Whitelisted;;SetVariable nos Report - Whitelisted;SetVariable;set;whitelist;1
p1002;s13467;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;extracts URLs;;Regex Operations extracts URLs;Regex Operations;extract;URLs;1
p1002;s13468;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;sets Run Timestamp;;SetVariable sets Run Timestamp;SetVariable;set;run timestamp;1
p1002;s13469;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;removes Duplicate URLs;;Array Operations removes Duplicate URLs;Array Operations;remove;duplicate URLs;1
p1002;s13470;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;users Response - Unsafe Email;;SetVariable users Response - Unsafe Email;SetVariable;set;user response;1
p1002;s13471;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;deletes Run Tags;;TagRemove deletes Run Tags;TagRemove;delete;run tags;1
p1002;s13472;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;nos Report - Not Malicious;;SetVariable nos Report - Not Malicious;SetVariable;set;report;1
p1002;s13473;ThreatConnect;SlashNext Abuse-Inbox URL Scan - v2.0;no description;iterators through URLs;;Platform iterators through URLs;Platform;iterate;URLs;1
p1003;s13474;ThreatConnect;VMRay Get Results;no description;gets VMRay Results;;HTTP Client gets VMRay Results;VMRay;get;vmray results;1
p1003;s13475;ThreatConnect;VMRay Get Results;no description;extracts SampleID and SubmissionID Attributes;;ValueLookup extracts SampleID and SubmissionID Attributes;ValueLookup;extract;sample id ;1
p1003;s13476;ThreatConnect;VMRay Get Results;no description;gets Document by ID;;DocumentRetrieveById gets Document by ID;DocumentRetrieveById;get;document;1
p1003;s13477;ThreatConnect;VMRay Get Results;no description;parses Job Status;;JMESPath parses Job Status;JMESPath;parse;job status;1
p1003;s13478;ThreatConnect;VMRay Get Results;no description;completed?s;;Platform completed?s;Platform;check;workflow status;1
p1003;s13479;ThreatConnect;VMRay Get Results;no description;gets VMRay IOCs;;HTTP Client gets VMRay IOCs;VMRay;get;vmray iocs;1
p1003;s13480;ThreatConnect;VMRay Get Results;no description;extracts IOCs;;JMESPath extracts IOCs;JMESPath;extract;iocs;1
p1003;s13481;ThreatConnect;VMRay Get Results;no description;ips Null?;;Platform ips Null?;Platform;check;IP;1
p1003;s13482;ThreatConnect;VMRay Get Results;no description;urls null?;;Platform urls null?;Platform;check;URL;1
p1003;s13483;ThreatConnect;VMRay Get Results;no description;hosts check?;;Platform hosts check?;Platform;check;host;1
p1003;s13484;ThreatConnect;VMRay Get Results;no description;creates ThreatConnect URL 1;;UrlCreate creates ThreatConnect URL 1;UrlCreate;create;ThreatConnect URL;1
p1003;s13485;ThreatConnect;VMRay Get Results;no description;creates ThreatConnect Host 1;;HostCreate creates ThreatConnect Host 1;HostCreate;create;threatconnect host;1
p1003;s13486;ThreatConnect;VMRay Get Results;no description;creates ThreatConnect Address 1;;AddressCreate creates ThreatConnect Address 1;AddressCreate;create;threatconnect address;1
p1003;s13487;ThreatConnect;VMRay Get Results;no description;removes ThreatConnect Tag 1;;TagRemove removes ThreatConnect Tag 1;TagRemove;remove;threatconnect tag;1
p1003;s13488;ThreatConnect;VMRay Get Results;no description;creates ThreatConnect Tag 1;;TagCreate creates ThreatConnect Tag 1;TagCreate;create;threatconnect tag;1
p1003;s13489;ThreatConnect;VMRay Get Results;no description;jobs not yet completed;;Platform jobs not yet completed;Platform;check;job status;1
p1003;s13491;ThreatConnect;VMRay Get Results;no description;jobs done;;Platform jobs done;Platform;check;job status;1
p1004;s13492;ThreatConnect;VMRay Submission;no description;submits to VMRay;;HTTP Client submits to VMRay;VMRay;submit;data;1
p1004;s13493;ThreatConnect;VMRay Submission;no description;gets Malware Sample;;DocumentRetrieveById gets Malware Sample;DocumentRetrieveById;get;malware sample;1
p1004;s13494;ThreatConnect;VMRay Submission;no description;sets Optional Parameters;;SetVariable sets Optional Parameters;SetVariable;set;parameters;1
p1004;s13496;ThreatConnect;VMRay Submission;no description;checks Security Labels;;JMESPath checks Security Labels;JMESPath;label;security labels;1
p1004;s13497;ThreatConnect;VMRay Submission;no description;parses VMRay Portal Data;;JMESPath parses VMRay Portal Data;JMESPath;parse;portal data;1
p1004;s13498;ThreatConnect;VMRay Submission;no description;parses Errors;;JsonPath parses Errors;JsonPath;parse;errors;1
p1004;s13499;ThreatConnect;VMRay Submission;no description;merges Result;;Platform merges Result;Platform;merge;result;1
p1004;s13500;ThreatConnect;VMRay Submission;no description;sets Success Message;;SetVariable sets Success Message;SetVariable;set;status message;1
p1004;s13501;ThreatConnect;VMRay Submission;no description;sets Error Message;;SetVariable sets Error Message;SetVariable;set;status message;1
p1004;s13502;ThreatConnect;VMRay Submission;no description;creates ThreatConnect File;;FileCreate creates ThreatConnect File;FileCreate;create;threatconnect file;1
p1004;s13503;ThreatConnect;VMRay Submission;no description;adds VMray Sample ID;;Platform adds VMray Sample ID;Platform;add;sample id;1
p1004;s13504;ThreatConnect;VMRay Submission;no description;adds VMRay Submission ID;;Platform adds VMRay Submission ID;Platform;add;submission id;1
p1005;s13505;ThreatConnect;Archive.org Wayback Machine Query;Query for a Host or URL Indicator in Archive.org's Wayback Machine (https://archive.org/web/web.php).;waybacks API Call;;Platform waybacks API Call;Platform;get;api call;1
p1006;s13510;ThreatConnect;WhatCMS: Detect CMS of Website;Use the whatcms.org API to determine the content management system running on a particular website from a host, URL, or address indicator.;gets WhatCMS API Results;;HTTP Client gets WhatCMS API Results;WhatCMS;get;API result;1
